[map]
l1* l0 746.571496911046
l2 l0 379.8907737758315
l2 l1 384.2004685057008
l3 l0 395.0113922407808
l3 l1 575.5632024374039
l3 l2 399.2054608844924
l4 l0 314.8650504581288
l4 l1 752.0724699123084
l4 l2 384.7349737156735
l4 l3 640.2515130790399
l5 l0 379.26903380054637
l5 l1 399.5722713102099
l5 l2 192.4162155328911
l5 l3 217.947241322298
l5 l4 517.0502876896985
l6 l0 767.9908853625803
l6 l1 202.5660386145713
l6 l2 389.0771131793799
l6 l3 698.9363347258461
l6 l4 688.2223477917584
l6 l5 491.10182243604027
l7 l0 357.2897983430257
l7 l1 389.2826736447437
l7 l2 83.09632964216891
l7 l3 316.9384798348096
l7 l4 428.56504757154426
l7 l5 110.42191811411355
l7 l6 433.97926217735335

[distr]
o0 l6 0.024778386996096496 l1 0.19039875244767895 l0 0.02902295962090281 l2 0.0557913175753072 l3 0.08032123734561777 l5 0.39732635494111057 l4 0.22236099107328625 
o1 l2 0.9635831905440232 l5 0.0364168094559768 
o2 l2 0.2010695470255763 l7 0.0763434027355209 l4 0.2461077486316217 l6 0.04460991141274734 l3 0.008898904320584166 l5 0.3061319629764657 l0 0.03795280328431466 l1 0.07888571961316937 
o3 l0 0.8264937317667146 l5 0.17350626823328538 
o4 l2 1.0 
o5 l2 1.0 
o6 l4 0.4027371081543097 l0 0.05511702505110671 l6 0.3498735852640707 l7 0.06682655157829062 l1 0.12544572995222217 
o7 l1 1.0 
