[map]
l1* l0 577.7516767608728
l2 l0 160.63934760823702
l2 l1 487.8893317136582
l3 l0 659.6029108486408
l3 l1 81.85963596303125
l3 l2 567.8001408946637
l4 l0 293.4620929523948
l4 l1 360.01249978299364
l4 l2 309.64657272445305
l4 l3 435.1781244502072
l5 l0 343.91859501922835
l5 l1 454.0495567666596
l5 l2 406.0751162038866
l5 l3 521.463325651958
l5 l4 124.57929201917949
l6 l0 433.04041381838715
l6 l1 284.95087295883127
l6 l2 288.38342532122056
l6 l3 347.3326935374786
l6 l4 380.44710539048657
l6 l5 504.97128631240014

[distr]
o0 l5 0.24260572220835713 l0 0.027695351897685256 l2 0.006457878680851883 l1 0.2310343651933908 l3 0.3167219076481007 l4 0.1754847743716142 
o1 l0 0.7362966960468832 l4 0.26370330395311675 
o2 l0 1.0 
o3 l2 1.0 
o4 l0 0.9999999999999999 
o5 l6 0.2361686508728594 l4 0.09847714447460094 l1 0.4985306668818828 l3 0.1216434176064802 l2 0.04518012016417666 
o6 l4 0.17751453014804194 l1 0.04404321607408788 l2 0.3687033750996828 l5 0.40973887867818726 
