[map]
l1* l0 766.8806947628816
l2 l0 508.0354318352215
l2 l1 438.9829153850979
l3 l0 755.5289537800653
l3 l1 11.40175425099138
l3 l2 430.9106635951355
l4 l0 744.8711297936039
l4 l1 657.5507584970152
l4 l2 308.8251932728287
l4 l3 653.333758503263
l5 l0 517.1199087252395
l5 l1 300.8205445111753
l5 l2 157.96518603793686
l5 l3 291.247317584214
l5 l4 448.2186966202994
l6 l0 281.1494264621573
l6 l1 555.8929753108956
l6 l2 474.157146946031
l6 l3 544.7063429041376
l6 l4 774.7257579298625
l6 l5 395.2973564293088
l7 l0 248.64633518312712
l7 l1 551.837838499681
l7 l2 431.6769625541766
l7 l3 540.4932932053829
l7 l4 728.6604147337771
l7 l5 365.1657158058516
l7 l6 51.86520991955976
l8 l0 803.7791985365135
l8 l1 401.8818234257429
l8 l2 298.2633064927699
l8 l3 401.1795109424209
l8 l4 301.2308085173228
l8 l5 328.1463088318989
l8 l6 722.8969497791508
l8 l7 690.2188058869448

[distr]
o0 l8 0.24789653139995654 l1 0.39289682635185835 l4 0.13066382402183896 l3 0.22854281822634623 
o1 l7 0.1860282388033652 l4 0.22888492111511533 l0 0.07115822523006599 l5 0.14798706166316863 l3 0.2780576795921347 l2 0.08788387359615028 
o2 l7 0.16604782953053177 l6 0.8339521704694682 
o3 l7 0.02624171807514224 l2 0.11882172156810338 l1 0.3676774954802017 l8 0.02518104867235859 l6 0.18721936078764617 l4 0.10032052312456621 l3 0.1745381322919817 
o4 l6 0.037546447706078484 l1 0.00751719962031091 l3 0.21232067805137408 l4 0.3875388728014733 l5 0.05235622264929261 l0 0.11520916236752175 l8 0.05160638551680067 l7 0.13590503128714806 
o5 l7 0.14448932500720715 l4 0.03330125807037494 l8 0.004015867621248725 l6 0.4859641042756779 l3 0.11005710878389041 l5 0.11592434901843214 l0 0.09528780128687421 l1 0.006127175520129204 l2 0.004833010416165339 
o6 l4 0.10888521945326429 l3 0.2652419538818075 l7 0.6258728266649283 
o7 l5 0.14789368533936226 l2 0.016620565059131204 l6 0.07300862525516068 l7 0.48537076732547507 l8 0.18078526601147038 l4 0.09632109100940035 
o8 l0 0.2800500302195837 l5 0.12094329817441521 l7 0.015424863380914063 l2 0.01333447912776862 l8 0.09168498493696542 l4 0.33545221424198984 l3 0.14311012991836308 
