[map]
l1* l0 106.85036265731624
l2 l0 72.49827584156743
l2 l1 136.40014662748717
l3 l0 174.0258601472781
l3 l1 101.83319694480774
l3 l2 157.17824276915684
l4 l0 518.4920442976922
l4 l1 485.96810594935135
l4 l2 457.5871501692328
l4 l3 386.57082145449107
l5 l0 173.62315513778685
l5 l1 73.00684899377592
l5 l2 181.89282558693733
l5 l3 60.8276253029822
l5 l4 439.8147337231894

[distr]
o0 l1 0.11720682175685065 l2 0.8827931782431494 
o1 l5 0.14356799987396857 l4 0.8564320001260314 
o2 l5 0.02140213947194173 l1 0.0014066597370982095 l3 0.07807599778151217 l2 0.6676424742040987 l4 0.23147272880534928 
o3 l1 0.12192574308819853 l3 0.0293884011722426 l0 0.014218734910036697 l5 0.29582862495188783 l4 0.5386384958776343 
o4 l0 0.018080087847318377 l4 0.9819199121526817 
o5 l4 0.5457761409426898 l2 0.1446237644075787 l0 0.3096000946497316 
