[map]
l1* l0 331.23556572324776
l2 l0 220.51077071199947
l2 l1 252.73306075778848
l3 l0 104.23531071570709
l3 l1 239.77072381756702
l3 l2 215.82400237230334
l4 l0 455.38994279628093
l4 l1 324.13731658048874
l4 l2 523.1605872005268
l4 l3 360.3234657915024

[distr]
o0 l3 0.003585918537350191 l2 0.5463266187557452 l4 0.4500874627069047 
o1 l0 0.10493518804644716 l4 0.3968706776669995 l2 0.2482438323381511 l1 0.2499503019484023 
o2 l1 0.706555126941618 l0 0.10417100750599827 l4 0.1892738655523836 
o3 l4 0.85207929685206 l2 0.14792070314794004 
o4 l4 1.0 
